STATEFIP,PUMA,PUMAName,State,hhNonEnglish,hhNonEngParEngChld,hhTotal,pctNonEnglish,pctNonEngParEngChld
37,04200,"Pitt County--Greenville City PUMA, North Carolina",North Carolina,12840,1766,77050,16.7,2.3
39,05503,"Cincinnati City (West) PUMA, Ohio",Ohio,8997,1115,49170,18.3,2.3
39,05506,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities PUMA; Ohio",Ohio,8331,1049,45457,18.3,2.3
42,02703,"Berks County (East) PUMA, Pennsylvania",Pennsylvania,9016,1446,61895,14.6,2.3
42,02402,"Dauphin County (Outer)--Hershey PUMA, Pennsylvania",Pennsylvania,7537,1071,47519,15.9,2.3
47,02003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",Tennessee,6896,1131,49262,14,2.3
53,11200,"Cowlitz, Pacific & Wahkiakum Counties PUMA; Washington",Washington,9190,1278,54638,16.8,2.3
53,10501,"Spokane County (North Central)--Spokane City (North) PUMA, Washington",Washington,10708,1284,55837,19.2,2.3
54,00400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties PUMA; West Virginia",West Virginia,14859,2192,95969,15.5,2.3
55,55101,"Barron, Polk, Clark & Chippewa (North) Counties PUMA; Wisconsin",Wisconsin,8320,1265,55838,14.9,2.3
01,01900,"Lee County--Auburn City PUMA, Alabama",Alabama,11891,1476,65859,18.1,2.2
01,00302,"Huntsville City (Central & South) PUMA, Alabama",Alabama,8155,1090,50038,16.3,2.2
01,00600,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",Alabama,9144,1329,60583,15.1,2.2
05,01200,"Saline County PUMA, Arkansas",Arkansas,7878,1012,45410,17.3,2.2
08,00102,"Larimer County (South)--Loveland City PUMA, Colorado",Colorado,9216,1207,55399,16.6,2.2
12,12100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties PUMA; Florida",Florida,8635,1054,48046,18,2.2
13,03900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA; Georgia",Georgia,7811,993,44902,17.4,2.2
17,02400,"LaSalle County PUMA, Illinois",Illinois,8089,1077,48655,16.6,2.2
18,00200,"Porter County PUMA, Indiana",Indiana,11838,1490,68283,17.3,2.2
18,02800,"Monroe County--Bloomington City PUMA, Indiana",Indiana,13276,1568,71075,18.7,2.2
18,00300,"LaPorte County PUMA, Indiana",Indiana,7287,1136,50897,14.3,2.2
20,01100,"South Central Kansas PUMA, Kansas",Kansas,7724,1105,49316,15.7,2.2
22,01900,"South Central Planning & Development Commission 1--River Parishes PUMA, Louisiana",Louisiana,7914,963,43819,18.1,2.2
22,00700,"Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA, Louisiana",Louisiana,14248,1584,72623,19.6,2.2
23,00600,"Androscoggin County PUMA, Maine",Maine,11682,1052,48676,24,2.2
25,04800,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns PUMA; Massachusetts",Massachusetts,6783,1132,51098,13.3,2.2
26,03208,"Detroit City (Northwest) PUMA, Michigan",Michigan,12261,1410,63046,19.4,2.2
26,02701,"Washtenaw County (West, Northeast & Southeast) PUMA; Michigan",Michigan,6886,1004,45679,15.1,2.2
27,01201,"Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities PUMA; Minnesota",Minnesota,8016,1152,53305,15,2.2
29,00600,"Boone County PUMA, Missouri",Missouri,14482,1737,79586,18.2,2.2
29,00700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA; Missouri",Missouri,7956,1244,56322,14.1,2.2
29,02001,"Jefferson County (North) PUMA, Missouri",Missouri,7820,920,42408,18.4,2.2
29,01005,"Jackson County--Kansas City (South) PUMA, Missouri",Missouri,12157,1446,65998,18.4,2.2
29,01703,"St. Charles County (Northeast) PUMA, Missouri",Missouri,9745,1308,60052,16.2,2.2
29,01003,"Jackson County (East) PUMA, Missouri",Missouri,8560,1137,50947,16.8,2.2
31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA; Nebraska",Nebraska,7249,973,43753,16.6,2.2
31,00100,"North Central & Northwest Nebraska PUMA, Nebraska",Nebraska,8340,1073,48810,17.1,2.2
33,01000,"Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA, New Hampshire",New Hampshire,13267,1785,82141,16.2,2.2
36,01700,"Schenectady County--Schenectady City PUMA, New York",New York,10711,1314,59035,18.1,2.2
36,02600,"Chautauqua County PUMA, New York",New York,9232,1288,58831,15.7,2.2
39,01300,"Ashtabula County PUMA, Ohio",Ohio,6280,892,41159,15.3,2.2
40,00300,"Southeast Oklahoma PUMA, Oklahoma",Oklahoma,12006,1600,72776,16.5,2.2
42,03702,"Franklin County (Outside Washington Township & Waynesboro Borough) PUMA, Pennsylvania",Pennsylvania,8107,1157,51815,15.6,2.2
45,01500,"Aiken & Edgefield Counties--Aiken & North Augusta Cities PUMA, South Carolina",South Carolina,12780,1810,81921,15.6,2.2
53,10503,"Spokane County (East Central)--Greater Spokane Valley City PUMA, Washington",Washington,10883,1232,56574,19.2,2.2
55,20000,"Washington & Ozaukee Counties PUMA, Wisconsin",Wisconsin,13558,2045,92704,14.6,2.2
55,40101,"Milwaukee County (Northeast) PUMA, Wisconsin",Wisconsin,10052,1265,56519,17.8,2.2
12,10700,"Putnam & St. Johns (South) Counties PUMA, Florida",Florida,7383,917,43417,17,2.1
18,02305,"Marion County--Center Township--Indianapolis City (Central) PUMA, Indiana",Indiana,11361,1446,68930,16.5,2.1
19,01000,"Linn County--Cedar Rapids City PUMA, Iowa",Iowa,15774,1971,95370,16.5,2.1
24,00400,"Carroll County PUMA, Maryland",Maryland,10458,1374,64374,16.2,2.1
26,03206,"Wayne County (Southeast)--Downriver Area (South) PUMA, Michigan",Michigan,9192,1175,54941,16.7,2.1
26,02901,"Oakland County (West) PUMA, Michigan",Michigan,8056,1088,52436,15.4,2.1
29,01808,"St. Louis County (South) PUMA, Missouri",Missouri,8645,1211,56881,15.2,2.1
30,00600,"East Montana (Outside Billings City) PUMA, Montana",Montana,10273,1320,62307,16.5,2.1
31,00500,"South Central Nebraska PUMA, Nebraska",Nebraska,9218,1089,51528,17.9,2.1
33,00400,"Central New Hampshire--Merrimack County (Central)--Concord City PUMA, New Hampshire",New Hampshire,6863,1025,49933,13.7,2.1
37,04300,"Craven County PUMA, North Carolina",North Carolina,8398,957,45856,18.3,2.1
37,04700,"New Hanover County (South)--Wilmington City PUMA, North Carolina",North Carolina,10774,1634,78375,13.7,2.1
39,00500,"Toledo City (East) PUMA, Ohio",Ohio,10864,1242,57848,18.8,2.1
40,01101,"Grady, McClain & Pottawatomie (South) Counties PUMA; Oklahoma",Oklahoma,6932,883,42155,16.4,2.1
40,00602,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties PUMA; Oklahoma",Oklahoma,7684,908,43310,17.7,2.1
41,00500,"Columbia, Lincoln, Clatsop & Tillamook Counties PUMA; Oregon",Oregon,9589,1504,70062,13.7,2.1
42,03701,"Adams & Franklin (Southeast) Counties PUMA, Pennsylvania",Pennsylvania,8014,1152,54189,14.8,2.1
42,03207,"Philadelphia City (Central) PUMA, Pennsylvania",Pennsylvania,8755,1029,48200,18.2,2.1
45,00602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA; South Carolina",South Carolina,8726,1147,54923,15.9,2.1
51,51044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",Virginia,10189,1256,59734,17.1,2.1
53,10502,"Spokane County (South Central)--Spokane City (South) PUMA, Washington",Washington,10283,1254,59200,17.4,2.1
55,01001,"Dodge & Jefferson Counties PUMA, Wisconsin",Wisconsin,10373,1601,75521,13.7,2.1
55,01401,"Fond du Lac & Calumet Counties PUMA, Wisconsin",Wisconsin,9254,1346,64894,14.3,2.1
01,02000,"Montgomery City & Pike Road Town (North) PUMA, Alabama",Alabama,13817,1702,84125,16.4,2
05,01100,"Faulkner & Lonoke Counties PUMA, Arkansas",Arkansas,13798,1568,77017,17.9,2
09,01300,"Tolland County PUMA, Connecticut",Connecticut,14705,1441,70456,20.9,2
12,10305,"Pinellas County (West Central)--Greater Seminole City PUMA, Florida",Florida,7946,999,48935,16.2,2
12,00101,"Alachua County (Central)--Gainesville City (Central) PUMA, Florida",Florida,15660,1438,71480,21.9,2
18,01300,"Howard, Cass & Tipton Counties--Kokomo City PUMA; Indiana",Indiana,8437,1168,58432,14.4,2
19,00600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA; Iowa",Iowa,8222,1174,59334,13.9,2
19,00800,"Clinton, Muscatine, Jones & Cedar Counties PUMA; Iowa",Iowa,8176,1098,54706,14.9,2
20,00100,"Northwest Kansas PUMA, Kansas",Kansas,8211,980,50127,16.4,2
21,01500,"Green River Area Development District (Northeast)--Daviess & Hancock Counties PUMA, Kentucky",Kentucky,7481,924,47027,15.9,2
21,01300,"Lincoln Trail Area Development District (West) PUMA, Kentucky",Kentucky,11680,1319,65401,17.9,2
22,00800,"Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA, Louisiana",Louisiana,12078,1168,57291,21.1,2
23,00900,"Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA, Maine",Maine,10917,1162,58954,18.5,2
24,00803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA; Maryland",Maryland,7789,1006,49624,15.7,2
25,00200,"Franklin & Hampshire (North) Counties PUMA, Massachusetts",Massachusetts,12191,1290,63890,19.1,2
26,02102,"Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA, Michigan",Michigan,9775,1108,56643,17.3,2
29,01802,"St. Louis County (Northwest) PUMA, Missouri",Missouri,9314,1016,50863,18.3,2
29,01702,"St. Charles County (Northwest) PUMA, Missouri",Missouri,9594,1038,51590,18.6,2
33,00600,"Hillsborough County (Western) PUMA, New Hampshire",New Hampshire,6788,879,42921,15.8,2
34,01201,"Ocean County (South) PUMA, New Jersey",New Jersey,7786,1012,50221,15.5,2
36,02300,"Tompkins County PUMA, New York",New York,12301,1050,53518,23,2
36,03807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",New York,32458,1931,95346,34,2
37,04400,"Carteret, Beaufort & Pamlico Counties PUMA; North Carolina",North Carolina,7331,1163,57226,12.8,2
37,02600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA; North Carolina",North Carolina,7208,1110,56704,12.7,2
39,05301,"Warren County (East)--Lebanon & Springboro (East) Cities PUMA, Ohio",Ohio,7498,832,41699,18,2
42,03502,"Lancaster County (Northwest)--Elizabethtown Borough PUMA, Pennsylvania",Pennsylvania,7357,931,46514,15.8,2
42,01100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",Pennsylvania,11833,1415,70366,16.8,2
47,01900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",Tennessee,11043,1458,73012,15.1,2
51,51125,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUMA; Virginia",Virginia,9999,1524,74820,13.4,2
51,51145,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA; Virginia",Virginia,10813,1238,60696,17.8,2
53,11900,"Clallam & Jefferson Counties PUMA, Washington",Washington,6973,974,49706,14,2
55,01501,"Winnebago County PUMA, Wisconsin",Wisconsin,10918,1560,78596,13.9,2
01,00100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",Alabama,10561,1483,77245,13.7,1.9
12,12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA; Florida",Florida,9244,1217,62527,14.8,1.9
12,01500,"Charlotte County PUMA, Florida",Florida,11899,1530,80304,14.8,1.9
12,12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities PUMA; Florida",Florida,10031,1225,64074,15.7,1.9
13,02002,"Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA, Georgia",Georgia,13686,1171,62037,22.1,1.9
13,01100,"Southwest Georgia Regional Commission (West & Central) PUMA, Georgia",Georgia,7339,952,49807,14.7,1.9
17,02700,"Stephenson & Ogle Counties PUMA, Illinois",Illinois,6715,794,42111,15.9,1.9
17,03529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas PUMA; Illinois",Illinois,19387,1781,93537,20.7,1.9
18,00900,"Huntington, Whitley, Adams & Wells Counties PUMA; Indiana",Indiana,9901,1025,54859,18,1.9
18,00102,"Lake County (Northeast)--Gary City & Griffith Town PUMA, Indiana",Indiana,10332,960,50932,20.3,1.9
19,00100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA; Iowa",Iowa,7710,1031,53448,14.4,1.9
20,00200,"North Central Kansas--Salina City PUMA, Kansas",Kansas,9751,1185,63959,15.2,1.9
26,03205,"Wayne County (Southwest) PUMA, Michigan",Michigan,7567,838,43039,17.6,1.9
36,00500,"Jefferson & Lewis Counties PUMA, New York",New York,11937,1112,59654,20,1.9
37,00300,"Rockingham & Stokes Counties PUMA, North Carolina",North Carolina,7864,1118,59106,13.3,1.9
37,00400,"Granville, Person & Caswell Counties PUMA; North Carolina",North Carolina,7673,972,51708,14.8,1.9
37,00800,"South & West Albemarle Sound & Northern Outer Banks Regions PUMA, North Carolina",North Carolina,6299,851,44490,14.2,1.9
39,03000,"Tuscarawas & Harrison Counties PUMA, Ohio",Ohio,6803,829,44267,15.4,1.9
39,03900,"Fairfield County PUMA, Ohio",Ohio,9757,1153,59177,16.5,1.9
39,04700,"Greene County PUMA, Ohio",Ohio,12364,1436,75009,16.5,1.9
40,01601,"Washington, Osage (North & West), Pawnee & Creek (Northwest) Counties PUMA; Oklahoma",Oklahoma,6563,794,40861,16.1,1.9
40,00100,"Northeast Oklahoma PUMA, Oklahoma",Oklahoma,10916,1289,67737,16.1,1.9
42,01200,"Centre County PUMA, Pennsylvania",Pennsylvania,14624,1476,76697,19.1,1.9
42,01803,"Allegheny County (North Central) PUMA, Pennsylvania",Pennsylvania,8777,1103,57927,15.2,1.9
42,01702,"Pittsburgh City (South) PUMA, Pennsylvania",Pennsylvania,7644,989,52696,14.5,1.9
45,00604,"Richland County (Central)--Columbia City PUMA, South Carolina",South Carolina,18523,1999,107853,17.2,1.9
45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA; South Carolina",South Carolina,10321,1262,66955,15.4,1.9
47,03208,"Memphis City (Southwest) PUMA, Tennessee",Tennessee,6107,723,37418,16.3,1.9
47,00600,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties PUMA; Tennessee",Tennessee,7955,970,51632,15.4,1.9
50,00100,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City PUMA; Vermont",Vermont,16140,1842,98291,16.4,1.9
51,51186,"Hampton City PUMA, Virginia",Virginia,9580,1098,58540,16.4,1.9
51,51085,"Northern Shenandoah Valley Regional Commission (South) PUMA, Virginia",Virginia,6890,803,43015,16,1.9
53,11802,"Kitsap County (South)--Bremerton & Port Orchard Cities PUMA, Washington",Washington,10608,1110,57024,18.6,1.9
53,10504,"Spokane County (Outer)--Cheney City PUMA, Washington",Washington,8304,916,47323,17.5,1.9
01,01500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",Alabama,6567,714,39880,16.5,1.8
05,01800,"Southeast Arkansas PUMA, Arkansas",Arkansas,6080,828,46115,13.2,1.8
13,00300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA; Georgia",Georgia,9996,1129,62628,16,1.8
17,01105,"St. Clair County (Northwest, Southwest & Southeast) PUMA; Illinois",Illinois,6816,807,45431,15,1.8
17,01104,"St. Clair County (Central & Northeast) PUMA, Illinois",Illinois,10330,1100,62418,16.5,1.8
18,00700,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA; Indiana",Indiana,5761,731,41154,14,1.8
18,02700,"Greene, Daviess, Owen, Orange & Martin Counties PUMA; Indiana",Indiana,9154,1157,65629,13.9,1.8
19,01300,"Story & Boone Counties--Ames City PUMA, Iowa",Iowa,9582,1059,60004,16,1.8
21,02000,"Bluegrass Area Development District (West) PUMA, Kentucky",Kentucky,7245,925,51211,14.1,1.8
22,02402,"Regional Planning Commission 8--New Orleans City (South) PUMA, Louisiana",Louisiana,9758,1045,56489,17.3,1.8
24,00805,"Baltimore City--Irvington, Ten Hills & Cherry Hill PUMA; Maryland",Maryland,8280,851,46256,17.9,1.8
28,00900,"Central Region--Madison & Yazoo Counties PUMA, Mississippi",Mississippi,7892,793,44917,17.6,1.8
36,00800,"Wayne & Seneca Counties PUMA, New York",New York,9027,1004,54824,16.5,1.8
37,02000,"Caldwell & Alexander Counties PUMA, North Carolina",North Carolina,7276,885,49364,14.7,1.8
38,00100,"West North Dakota--Minot City PUMA, North Dakota",North Dakota,17984,1605,90807,19.8,1.8
39,04603,"Montgomery County (East Central)--Dayton & Riverside Cities PUMA, Ohio",Ohio,12461,1470,83307,15,1.8
40,00200,"Cherokee, Sequoyah & Adair Counties PUMA; Oklahoma",Oklahoma,7669,767,42436,18.1,1.8
40,01004,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities PUMA; Oklahoma",Oklahoma,7425,836,47756,15.5,1.8
42,00500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania",Pennsylvania,9789,1111,62669,15.6,1.8
42,03209,"Philadelphia City (Center City) PUMA, Pennsylvania",Pennsylvania,18748,1431,78770,23.8,1.8
45,00605,"Kershaw, Richland (South) & Calhoun Counties PUMA; South Carolina",South Carolina,6063,755,42228,14.4,1.8
47,01500,"Sevier & Jefferson Counties PUMA, Tennessee",Tennessee,8881,1078,60560,14.7,1.8
47,00400,"Robertson, Dickson, Cheatham & Hickman Counties PUMA; Tennessee",Tennessee,10855,1330,72461,15,1.8
47,03100,"Tipton, Fayette & Lauderdale Counties PUMA; Tennessee",Tennessee,7957,895,50757,15.7,1.8
48,04200,"Orange & Hardin Counties PUMA, Texas",Texas,10222,978,53608,19.1,1.8
51,51135,"Crater Planning District Commission PUMA, Virginia",Virginia,12890,1380,75329,17.1,1.8
55,00700,"West Central Wisconsin--Northern Mississippi Region PUMA, Wisconsin",Wisconsin,13151,1619,88010,14.9,1.8
55,01400,"East Central Wisconsin PUMA, Wisconsin",Wisconsin,8158,1231,69230,11.8,1.8
56,00100,"Sheridan, Park, Teton, Lincoln & Big Horn Counties PUMA; Wyoming",Wyoming,7659,910,49193,15.6,1.8
01,02600,"Baldwin County PUMA, Alabama",Alabama,11869,1469,84147,14.1,1.7
01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",Alabama,6264,880,52717,11.9,1.7
01,00800,"St. Clair & Blount Counties PUMA, Alabama",Alabama,8110,963,55761,14.5,1.7
05,00800,"White, Jackson, Prairie & Woodruff Counties PUMA; Arkansas",Arkansas,7756,808,48348,16,1.7
05,00900,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities PUMA; Arkansas",Arkansas,13808,1399,84488,16.3,1.7
13,00600,"Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City PUMA, Georgia",Georgia,8309,762,45201,18.4,1.7
17,00104,"Jo Daviess, Carroll, Whiteside & Lee Counties PUMA; Illinois",Illinois,8592,989,57957,14.8,1.7
21,01200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",Kentucky,5994,785,45224,13.3,1.7
22,01501,"Capital Region Planning Commission 3--Baton Rouge City PUMA, Louisiana",Louisiana,12766,1232,74060,17.2,1.7
22,01000,"Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA, Louisiana",Louisiana,13537,754,45270,29.9,1.7
23,00800,"South Maine--York (West) & Cumberland (West) Counties PUMA, Maine",Maine,11605,1273,75866,15.3,1.7
26,02908,"Oakland County (Southeast) PUMA, Michigan",Michigan,15216,1552,88985,17.1,1.7
26,02400,"Berrien County PUMA, Michigan",Michigan,12616,1166,67467,18.7,1.7
26,00802,"Ottawa County (East) PUMA, Michigan",Michigan,10172,865,51899,19.6,1.7
29,00901,"Clay County (Northeast) PUMA, Missouri",Missouri,6601,724,42961,15.4,1.7
29,02300,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties PUMA; Missouri",Missouri,6964,809,46506,15,1.7
29,02603,"Greene County--Springfield City (South) PUMA, Missouri",Missouri,8515,993,56849,15,1.7
33,00300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA; New Hampshire",New Hampshire,10244,1157,68782,14.9,1.7
36,01201,"Erie County (Northwest) PUMA, New York",New York,6764,828,49177,13.8,1.7
36,01802,"Saratoga County (Outer) PUMA, New York",New York,7601,832,47630,16,1.7
37,00900,"Nash & Edgecombe Counties--Rocky Mount City PUMA, North Carolina",North Carolina,9133,1014,60996,15,1.7
39,04109,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village PUMA; Ohio",Ohio,7666,713,43178,17.8,1.7
39,02400,"Hancock & Putnam Counties PUMA, Ohio",Ohio,8691,801,47606,18.3,1.7
40,01102,"Pottawatomie (North), Logan & Lincoln Counties--Shawnee City PUMA; Oklahoma",Oklahoma,8253,913,53021,15.6,1.7
44,00400,"South Rhode Island--Washington County PUMA, Rhode Island",Rhode Island,7958,930,55978,14.2,1.7
45,01203,"Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town PUMA, South Carolina",South Carolina,11002,1124,66596,16.5,1.7
47,01603,"Knoxville City PUMA, Tennessee",Tennessee,12413,1506,86189,14.4,1.7
47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",Tennessee,7933,1026,61238,13,1.7
51,51045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",Virginia,11458,1492,86714,13.2,1.7
51,51097,"West Piedmont Planning District Commission PUMA, Virginia",Virginia,11259,1410,83657,13.5,1.7
55,55103,"Eau Claire & Chippewa (South) Counties PUMA, Wisconsin",Wisconsin,9881,1219,69937,14.1,1.7
01,01304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama",Alabama,9666,1103,68169,14.2,1.6
01,02400,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",Alabama,9925,1031,63297,15.7,1.6
05,02000,"Southwest Arkansas PUMA, Arkansas",Arkansas,6081,662,42578,14.3,1.6
12,06300,"Apalachee Region (Outside Leon County) PUMA, Florida",Florida,15251,1455,93110,16.4,1.6
13,01003,"Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South) PUMA, Georgia",Georgia,8140,801,48846,16.7,1.6
13,02200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA; Georgia",Georgia,5644,650,39498,14.3,1.6
13,01400,"Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA, Georgia",Georgia,9661,1034,64504,15,1.6
13,01008,"Atlanta Regional Commission (Central)--DeKalb County (South) PUMA, Georgia",Georgia,7334,732,46052,15.9,1.6
17,01204,"Madison County (East) PUMA, Illinois",Illinois,8593,827,51724,16.6,1.6
19,01800,"South Central Iowa PUMA, Iowa",Iowa,6333,758,46747,13.5,1.6
19,01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA; Iowa",Iowa,10076,1072,68090,14.8,1.6
19,02300,"Des Moines, Lee, Henry & Louisa Counties PUMA; Iowa",Iowa,6494,766,46606,13.9,1.6
22,01700,"Capital Region Planning Commission 6--Livingston & St. Helena Parishes PUMA, Louisiana",Louisiana,8819,842,53416,16.5,1.6
22,00900,"Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA, Louisiana",Louisiana,13854,1066,65333,21.2,1.6
24,00801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA; Maryland",Maryland,8442,854,53373,15.8,1.6
27,02600,"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA; Minnesota",Minnesota,7390,814,49803,14.8,1.6
29,02601,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA; Missouri",Missouri,10887,972,62354,17.5,1.6
36,01203,"Erie County (Northeast) PUMA, New York",New York,7281,738,47448,15.3,1.6
37,00700,"Northeast Albemarle Sound Region PUMA, North Carolina",North Carolina,6739,782,48833,13.8,1.6
39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA; Ohio",Ohio,6735,801,50699,13.3,1.6
39,01500,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown PUMA; Ohio",Ohio,13707,1396,87388,15.7,1.6
39,00400,"Toledo City (West) PUMA, Ohio",Ohio,11392,1021,64952,17.5,1.6
42,03603,"York County (South) PUMA, Pennsylvania",Pennsylvania,8492,931,57893,14.7,1.6
42,01701,"Pittsburgh City (North) PUMA, Pennsylvania",Pennsylvania,20355,1710,109511,18.6,1.6
42,00801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania",Pennsylvania,7582,917,57047,13.3,1.6
45,00101,"Pickens & Oconee Counties--Easley & Clemson Cities PUMA, South Carolina",South Carolina,11531,1386,87322,13.2,1.6
47,00100,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties PUMA; Tennessee",Tennessee,8343,988,60316,13.8,1.6
47,01700,"Blount County PUMA, Tennessee",Tennessee,6839,844,52537,13,1.6
55,55102,"St. Croix & Dunn Counties PUMA, Wisconsin",Wisconsin,8610,886,55676,15.5,1.6
01,02100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",Alabama,10233,1081,73063,14,1.5
12,07301,"Leon County (Central)--Tallahassee City (Central) PUMA, Florida",Florida,13173,1017,69794,18.9,1.5
12,03302,"Escambia County (South) PUMA, Florida",Florida,14421,1280,87173,16.5,1.5
12,08900,"Nassau & Baker Counties PUMA, Florida",Florida,6835,693,45323,15.1,1.5
12,02300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties PUMA; Florida",Florida,12551,1245,85421,14.7,1.5
13,00900,"Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties PUMA, Georgia",Georgia,7302,734,49627,14.7,1.5
16,00300,"Central Idaho--Lewiston City & Nez Perce Reservation PUMA, Idaho",Idaho,6599,698,46995,14,1.5
17,02501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA; Illinois",Illinois,9554,957,64619,14.8,1.5
17,02200,"Livingston, Ford, Iroquois & Vermilion Counties PUMA; Illinois",Illinois,10064,1004,69053,14.6,1.5
18,02500,"Hancock & Shelby Counties PUMA, Indiana",Indiana,7232,715,48019,15.1,1.5
21,02300,"Bluegrass Area Development District (Northeast) PUMA, Kentucky",Kentucky,9640,856,55745,17.3,1.5
21,02100,"Bluegrass Area Development District (South) PUMA, Kentucky",Kentucky,7878,778,51463,15.3,1.5
22,01800,"Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA, Louisiana",Louisiana,11909,1032,70567,16.9,1.5
24,00802,"Baltimore City--Guilford, Roland Park & Druid Lake PUMA; Maryland",Maryland,11086,781,52693,21,1.5
25,00100,"Berkshire County--Pittsfield City PUMA, Massachusetts",Massachusetts,9158,943,61785,14.8,1.5
26,01702,"Genesee County (Central, Outside Flint City) PUMA; Michigan",Michigan,5836,644,43309,13.5,1.5
26,02000,"Calhoun & Barry Counties PUMA, Michigan",Michigan,12469,1227,82863,15,1.5
26,01900,"Eaton & Clinton Counties PUMA, Michigan",Michigan,13076,1135,76691,17.1,1.5
