STATEFIP,PUMA,PUMAName,State,hhNonEnglish,hhNonEngParEngChld,hhTotal,pctNonEnglish,pctNonEngParEngChld
41,00704,"Lane County (East Central)--Eugene (Northeast) & Springfield Cities PUMA, Oregon",Oregon,9204,1535,47219,19.5,3.3
42,03301,"Delaware County (North)--Broomall & Ardmore (West) PUMA, Pennsylvania",Pennsylvania,11753,1939,58073,20.2,3.3
49,35002,"Salt Lake County (Northeast)--Salt Lake City (East) PUMA, Utah",Utah,15236,2009,60559,25.2,3.3
51,51206,"James City, York Counties, Williamsburg & Poquoson Cities PUMA; Virginia",Virginia,13562,2331,70361,19.3,3.3
53,11601,"Seattle City (Northwest) PUMA, Washington",Washington,19051,2519,76839,24.8,3.3
55,01600,"Marathon County PUMA, Wisconsin",Wisconsin,8995,1875,57252,15.7,3.3
08,04101,"El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City PUMA, Colorado",Colorado,11839,1636,51389,23,3.2
08,00813,"Denver City (Northwest) PUMA, Colorado",Colorado,14009,1887,59047,23.7,3.2
12,08303,"Marion County (South Central) PUMA, Florida",Florida,11433,1832,56574,20.2,3.2
13,00401,"Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA, Georgia",Georgia,15043,2266,70430,21.4,3.2
13,03600,"Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA, Georgia",Georgia,12751,1920,59921,21.3,3.2
17,02601,"DeKalb County PUMA, Illinois",Illinois,9374,1374,42547,22,3.2
18,02900,"Bartholomew & Jackson Counties--Columbus City PUMA, Indiana",Indiana,10843,1599,49930,21.7,3.2
20,00602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities PUMA; Kansas",Kansas,12127,2191,68023,17.8,3.2
20,00601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities PUMA; Kansas",Kansas,9118,1499,46964,19.4,3.2
25,04301,"Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA, Massachusetts",Massachusetts,10821,1512,47506,22.8,3.2
25,00702,"Essex County (Central)--Amesbury Town City PUMA, Massachusetts",Massachusetts,9114,1463,45157,20.2,3.2
26,02101,"Kalamazoo County (Outer) PUMA, Michigan",Michigan,10227,1742,55177,18.5,3.2
29,01807,"St. Louis County (Inner Ring South) PUMA, Missouri",Missouri,13428,2296,70882,18.9,3.2
29,00903,"Platte County PUMA, Missouri",Missouri,9404,1422,44560,21.1,3.2
34,02600,"Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City PUMA, New Jersey",New Jersey,8324,1520,47455,17.5,3.2
37,03300,"Stanley & Cabarrus (East) Counties PUMA, North Carolina",North Carolina,7853,1396,44243,17.7,3.2
39,00904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA; Ohio",Ohio,11735,1730,53695,21.9,3.2
40,01201,"Tulsa County (Central)--Tulsa City (Central) PUMA, Oklahoma",Oklahoma,17782,3040,94397,18.8,3.2
42,01802,"Allegheny County (North)--Franklin Park Borough & Allison Park PUMA, Pennsylvania",Pennsylvania,11202,2158,66555,16.8,3.2
42,03101,"Montgomery County (Northwest)--Pottstown Borough PUMA, Pennsylvania",Pennsylvania,11043,1791,55500,19.9,3.2
42,03210,"Philadelphia City (Southwest) PUMA, Pennsylvania",Pennsylvania,17324,2083,65510,26.4,3.2
42,03402,"Chester County (East Central)--West Chester Borough PUMA, Pennsylvania",Pennsylvania,11050,1845,58152,19,3.2
45,00502,"York County (East)--Rock Hill City & Fort Mill Town PUMA, South Carolina",South Carolina,9987,1783,56347,17.7,3.2
47,02001,"Chattanooga City (South & Central) PUMA, Tennessee",Tennessee,8401,1789,55163,15.2,3.2
48,02400,"Parker County PUMA, Texas",Texas,8881,1446,45835,19.4,3.2
48,04100,"Deep East Texas COG (East) PUMA, Texas",Texas,8453,1485,46675,18.1,3.2
51,51175,"Newport News City PUMA, Virginia",Virginia,17596,2547,78797,22.3,3.2
51,04103,"Chesterfield County (West)--Brandermill & Woodlake PUMA, Virginia",Virginia,7974,1324,41337,19.3,3.2
51,51090,"Thomas Jefferson Planning District Commission (North) PUMA, Virginia",Virginia,13220,1964,61458,21.5,3.2
53,11300,"Grays Harbor & Mason Counties PUMA, Washington",Washington,8627,1812,56769,15.2,3.2
53,10100,"Whatcom County--Bellingham City PUMA, Washington",Washington,18980,2927,91875,20.7,3.2
55,41001,"Milwaukee City (North) PUMA, Wisconsin",Wisconsin,9998,1335,41724,24,3.2
04,00110,"Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA, Arizona",Arizona,12243,1993,64971,18.8,3.1
18,01200,"Tippecanoe County--Lafayette & West Lafayette Cities PUMA, Indiana",Indiana,22204,2754,87528,25.4,3.1
18,01801,"Boone & Hamilton (Northwest) Counties PUMA, Indiana",Indiana,9684,1549,49899,19.4,3.1
20,00300,"Riley, Geary & Pottawatomie Counties--Manhattan City PUMA; Kansas",Kansas,14651,1817,59230,24.7,3.1
21,01901,"Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA, Kentucky",Kentucky,10924,1723,56490,19.3,3.1
22,02200,"Regional Planning Commission 1--St. Tammany Parish (Northwest) PUMA, Louisiana",Louisiana,9937,1587,51663,19.2,3.1
22,02100,"South Central Planning & Development Commission 3--Terrebonne Parish PUMA, Louisiana",Louisiana,11151,1294,41415,26.9,3.1
24,00504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA; Maryland",Maryland,11634,1721,55204,21.1,3.1
27,01101,"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities PUMA; Minnesota",Minnesota,7913,1225,39433,20.1,3.1
34,01204,"Ocean County (Northwest) PUMA, New Jersey",New Jersey,8743,1527,48844,17.9,3.1
36,00904,"Monroe County (Central)--Greece & Gates Towns PUMA, New York",New York,11266,1649,52864,21.3,3.1
36,00901,"Monroe County (East) PUMA, New York",New York,12058,1813,57859,20.8,3.1
37,01201,"Raleigh City (South & Central) PUMA, North Carolina",North Carolina,13535,2311,75156,18,3.1
37,04100,"Lenoir, Onslow (North) & Jones Counties PUMA; North Carolina",North Carolina,8813,1379,44388,19.9,3.1
37,05200,"Hoke, Richmond & Scotland Counties PUMA; North Carolina",North Carolina,9888,1705,54260,18.2,3.1
39,00801,"Lorain County (North)--Elyria & Lorain Cities PUMA, Ohio",Ohio,12415,1744,55741,22.3,3.1
39,00901,"Cuyahoga County--Olmsted Township, Bay Village, North Olmsted & Westlake Cities PUMA; Ohio",Ohio,8170,1373,43697,18.7,3.1
40,01301,"Rogers (Central) & Wagoner (West) Counties--Claremore City PUMA, Oklahoma",Oklahoma,9110,1439,46974,19.4,3.1
45,00105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities PUMA; South Carolina",South Carolina,11912,2040,66314,18,3.1
45,01400,"Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City PUMA; South Carolina",South Carolina,15264,2662,87263,17.5,3.1
46,00200,"Lakota Region PUMA, South Dakota",South Dakota,9167,1157,37622,24.4,3.1
47,02300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",Tennessee,9289,1578,51410,18.1,3.1
48,03900,"Deep East Texas COG (West) & Walker County PUMA, Texas",Texas,19319,2776,88964,21.7,3.1
48,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA; Texas",Texas,6932,1378,44188,15.7,3.1
53,11000,"Lewis, Klickitat & Skamania Counties PUMA; Washington",Washington,7883,1435,45766,17.2,3.1
04,00111,"Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA, Arizona",Arizona,9500,1551,52351,18.1,3
08,00103,"Larimer County (North)--Fort Collins City PUMA, Colorado",Colorado,18548,2750,91215,20.3,3
08,00803,"Boulder County (Central)--Boulder City PUMA, Colorado",Colorado,12366,1796,60858,20.3,3
12,10103,"Pasco County (Gulf Coast) PUMA, Florida",Florida,13094,1788,60494,21.6,3
18,02200,"Hendricks County PUMA, Indiana",Indiana,11608,1838,61616,18.8,3
21,02500,"Northern Kentucky Area Development District (Northwest)--Boone County PUMA, Kentucky",Kentucky,9279,1421,48063,19.3,3
25,04700,"Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA, Massachusetts",Massachusetts,8932,1734,56980,15.7,3
25,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA; Massachusetts",Massachusetts,9019,1368,45748,19.7,3
26,02200,"St. Joseph & Branch Counties PUMA, Michigan",Michigan,7474,1320,43724,17.1,3
26,02902,"Oakland County (Northeast) PUMA, Michigan",Michigan,9377,1537,51997,18,3
29,01902,"St. Louis City (South) PUMA, Missouri",Missouri,17296,2694,89431,19.3,3
36,00703,"Onondaga County (Central)--Syracuse City (Outer) PUMA, New York",New York,13294,2058,68893,19.3,3
39,02000,"Wayne County PUMA, Ohio",Ohio,8722,1428,48020,18.2,3
40,01400,"Garfield, Kay & Noble Counties--Enid City PUMA; Oklahoma",Oklahoma,8604,1455,48510,17.7,3
40,00702,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City PUMA; Oklahoma",Oklahoma,8345,1540,51501,16.2,3
42,02902,"Northampton County (North) PUMA, Pennsylvania",Pennsylvania,9411,1739,58878,16,3
47,02502,"Nashville-Davidson (North) PUMA, Tennessee",Tennessee,8805,1397,47036,18.7,3
47,03204,"Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA, Tennessee",Tennessee,6190,1094,35898,17.2,3
55,40701,"Milwaukee County (West) PUMA, Wisconsin",Wisconsin,14970,2359,77631,19.3,3
12,07101,"Lee County (South & West)--Barrier Islands Region PUMA, Florida",Florida,8423,1720,59417,14.2,2.9
13,01200,"Heart of Georgia Altamaha Regional Commission (Southeast) PUMA, Georgia",Georgia,13360,1968,68461,19.5,2.9
17,02100,"Champaign County--Champaign & Urbana Cities PUMA, Illinois",Illinois,26214,2850,98329,26.7,2.9
20,00700,"Douglas County--Lawrence City PUMA, Kansas",Kansas,10991,1603,55509,19.8,2.9
22,02000,"South Central Planning & Development Commission 2--Lafourche & Assumption Parishes PUMA, Louisiana",Louisiana,14222,1366,47749,29.8,2.9
27,02300,"Rice, Goodhue & Le Sueur Counties PUMA; Minnesota",Minnesota,11098,1807,63212,17.6,2.9
29,01004,"Jackson County (South Central) PUMA, Missouri",Missouri,7309,1225,41731,17.5,2.9
36,02001,"Albany County (East Central)--Albany City PUMA, New York",New York,12719,1590,55642,22.9,2.9
37,05001,"Cumberland County (Central)--Fayetteville City (Central & East) PUMA, North Carolina",North Carolina,10654,1476,50458,21.1,2.9
40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA; Oklahoma",Oklahoma,7841,1228,41773,18.8,2.9
40,00601,"Comanche County (Central)--Lawton City PUMA, Oklahoma",Oklahoma,11290,1350,45769,24.7,2.9
41,00600,"Linn & Benton Counties PUMA, Oregon",Oregon,17628,2591,90728,19.4,2.9
44,00300,"Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA, Rhode Island",Rhode Island,11220,1773,61637,18.2,2.9
47,01400,"Hamblen, Cocke & Grainger Counties PUMA; Tennessee",Tennessee,7136,1429,48807,14.6,2.9
47,02402,"Rutherford County (South)--Murfreesboro City PUMA, Tennessee",Tennessee,12397,1940,67809,18.3,2.9
47,01604,"Knox County (West)--Farragut Town PUMA, Tennessee",Tennessee,11448,1814,62479,18.3,2.9
47,03203,"Memphis (North) & Bartlett (Southwest) Cities PUMA, Tennessee",Tennessee,8010,1229,41778,19.2,2.9
51,51164,"Virginia Beach City (North) PUMA, Virginia",Virginia,13108,1836,62339,21,2.9
53,11602,"Seattle City (Northeast) PUMA, Washington",Washington,21608,1913,65138,33.2,2.9
55,70301,"Waukesha County (Central) PUMA, Wisconsin",Wisconsin,9528,1584,54021,17.6,2.9
01,02703,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA; Alabama",Alabama,13114,1994,71210,18.4,2.8
04,00500,"Yavapai County PUMA, Arizona",Arizona,16868,2861,103576,16.3,2.8
06,00300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA; California",California,15490,2375,84612,18.3,2.8
08,04102,"El Paso County (West Central)--Colorado Springs City (West) PUMA, Colorado",Colorado,9348,1364,49476,18.9,2.8
12,10302,"Pinellas County (North Central) PUMA, Florida",Florida,9250,1431,51716,17.9,2.8
13,00800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA; Georgia",Georgia,7611,1202,42994,17.7,2.8
13,01006,"Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA, Georgia",Georgia,12972,1848,65687,19.7,2.8
17,01701,"Peoria County--Peoria City PUMA, Illinois",Illinois,13581,2230,78690,17.3,2.8
17,02000,"McLean County PUMA, Illinois",Illinois,12959,2049,73673,17.6,2.8
18,02400,"Johnson County--Greenwood City PUMA, Indiana",Indiana,10895,1645,59068,18.4,2.8
22,01300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes PUMA; Louisiana",Louisiana,17788,1859,67579,26.3,2.8
24,00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA; Maryland",Maryland,13194,1683,60830,21.7,2.8
24,00501,"Baltimore County (Outer) PUMA, Maryland",Maryland,8560,1303,46369,18.5,2.8
25,00302,"Worcester County (West Central) PUMA, Massachusetts",Massachusetts,8916,1426,51226,17.4,2.8
26,01801,"Ingham County (South & East) PUMA, Michigan",Michigan,17741,2258,81741,21.7,2.8
26,03204,"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities PUMA; Michigan",Michigan,11341,1737,62959,18,2.8
28,00100,"North Delta Region--DeSoto County--Southaven City PUMA, Mississippi",Mississippi,10977,1767,63727,17.2,2.8
29,01701,"St. Charles County (South) PUMA, Missouri",Missouri,7790,1219,43104,18.1,2.8
29,01803,"St. Louis County (Inner Ring North) PUMA, Missouri",Missouri,8588,1265,45835,18.7,2.8
36,00905,"Monroe County (North & West) PUMA, New York",New York,8201,1229,43553,18.8,2.8
37,04500,"Onslow County (South)--Jacksonville City PUMA, North Carolina",North Carolina,19078,1861,67630,28.2,2.8
37,05100,"Robeson County (West)--Lumberton City PUMA, North Carolina",North Carolina,7993,1269,44736,17.9,2.8
39,05507,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville PUMA; Ohio",Ohio,8248,1167,41840,19.7,2.8
39,01803,"Summit County (Central)--Akron City (East) PUMA, Ohio",Ohio,8807,1290,45986,19.2,2.8
42,03001,"Bucks County (North) PUMA, Pennsylvania",Pennsylvania,8442,1502,53680,15.7,2.8
44,00201,"Central Rhode Island--Kent County--Warwick City PUMA, Rhode Island",Rhode Island,14064,1986,70832,19.9,2.8
55,01500,"Outagamie County PUMA, Wisconsin",Wisconsin,13112,2115,76709,17.1,2.8
55,41002,"Milwaukee City (North Central) PUMA, Wisconsin",Wisconsin,9191,1316,47505,19.3,2.8
01,01200,"Shelby County PUMA, Alabama",Alabama,14015,2238,82506,17,2.7
01,00200,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",Alabama,10755,2017,73874,14.6,2.7
01,00301,"Huntsville (North) & Madison (East) Cities PUMA, Alabama",Alabama,10338,1511,56307,18.4,2.7
12,10307,"Pinellas County (Southeast)--St. Petersburg City (East) PUMA, Florida",Florida,13744,1986,73363,18.7,2.7
13,01700,"River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA, Georgia",Georgia,17838,2279,85545,20.9,2.7
16,01300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA; Idaho",Idaho,10938,1286,48010,22.8,2.7
18,01100,"Montgomery, Clinton, White, Carroll & Benton Counties PUMA; Indiana",Indiana,8007,1367,51327,15.6,2.7
24,01500,"St. Mary's & Calvert Counties PUMA, Maryland",Maryland,13576,2083,76115,17.8,2.7
26,02300,"Van Buren & Cass Counties PUMA, Michigan",Michigan,8973,1397,52075,17.2,2.7
26,03001,"Macomb County (North) PUMA, Michigan",Michigan,8263,1342,49643,16.6,2.7
27,01407,"Hennepin County--Minneapolis City (Southwest) PUMA, Minnesota",Minnesota,16292,2054,77489,21,2.7
27,01401,"Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka PUMA; Minnesota",Minnesota,8227,1227,45478,18.1,2.7
27,00900,"Stearns County--St. Cloud City PUMA, Minnesota",Minnesota,12313,1836,66955,18.4,2.7
36,03808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",New York,25671,2313,86213,29.8,2.7
37,02100,"Burke & McDowell Counties PUMA, North Carolina",North Carolina,8807,1549,57524,15.3,2.7
37,00200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA; North Carolina",North Carolina,9302,1749,64730,14.4,2.7
37,00500,"Franklin, Vance & Warren (West) Counties PUMA; North Carolina",North Carolina,7356,1383,50658,14.5,2.7
39,00902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities PUMA; Ohio",Ohio,12021,1818,66243,18.1,2.7
42,01806,"Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA, Pennsylvania",Pennsylvania,9048,1533,56292,16.1,2.7
47,02503,"Nashville-Davidson (Central) PUMA, Tennessee",Tennessee,10941,1584,59595,18.4,2.7
48,05306,"Austin City (Central) PUMA, Texas",Texas,21870,2170,81446,26.9,2.7
55,02400,"Rock County PUMA, Wisconsin",Wisconsin,11850,1832,67729,17.5,2.7
56,00500,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation PUMA; Wyoming",Wyoming,8963,1233,45230,19.8,2.7
01,01303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA; Alabama",Alabama,13661,1856,71191,19.2,2.6
08,04103,"El Paso County (Central)--Colorado Springs City (Central) PUMA, Colorado",Colorado,9756,1370,51941,18.8,2.6
12,00901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities PUMA; Florida",Florida,13960,2031,78468,17.8,2.6
12,11503,"Sarasota County (East) PUMA, Florida",Florida,9565,1547,59982,15.9,2.6
12,10308,"Pinellas County (South Central)--St. Petersburg City (West) PUMA, Florida",Florida,8874,1307,51237,17.3,2.6
12,10102,"Pasco County (West Central) PUMA, Florida",Florida,8152,1174,45808,17.8,2.6
18,03600,"Clark County--Jeffersonville City PUMA, Indiana",Indiana,7271,1206,45873,15.9,2.6
18,00402,"St. Joseph County (Outside South Bend City)--Mishawaka City PUMA, Indiana",Indiana,10297,1657,63105,16.3,2.6
19,02200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA; Iowa",Iowa,8611,1394,52612,16.4,2.6
19,00900,"Scott County--Davenport City PUMA, Iowa",Iowa,11530,1803,70319,16.4,2.6
20,00900,"Flint Hills Region--Emporia City PUMA, Kansas",Kansas,7423,1224,47998,15.5,2.6
22,01100,"Acadiana Regional Development District 2--Acadia & Vermilion Parishes PUMA, Louisiana",Louisiana,15650,1212,46181,33.9,2.6
25,01600,"Hampden (West & East) & Hampshire (South) Counties--Northampton City PUMA, Massachusetts",Massachusetts,11308,1662,64853,17.4,2.6
29,02700,"Taney, Barry, Stone & McDonald Counties PUMA; Missouri",Missouri,8780,1539,59585,14.7,2.6
29,01002,"Jackson County (North Central) PUMA, Missouri",Missouri,8304,1437,55382,15,2.6
36,01900,"Rensselaer County--Troy City PUMA, New York",New York,12622,1866,70892,17.8,2.6
36,02702,"Ulster County (East) PUMA, New York",New York,12123,1660,65059,18.6,2.6
37,02500,"Henderson & Transylvania Counties PUMA, North Carolina",North Carolina,9409,1733,66490,14.2,2.6
37,02201,"Buncombe County (Southeast)--Asheville City PUMA, North Carolina",North Carolina,9303,1559,59986,15.5,2.6
41,01314,"Portland City (Northwest & Southwest) PUMA, Oregon",Oregon,14582,1953,76122,19.2,2.6
41,00703,"Lane County (West Central)--Eugene City (West & South) PUMA, Oregon",Oregon,12162,1758,68131,17.9,2.6
42,03303,"Delaware County (Southeast)--Chester City PUMA, Pennsylvania",Pennsylvania,11218,1493,58086,19.3,2.6
47,02002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",Tennessee,6823,1351,52362,13,2.6
47,02700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",Tennessee,11210,1708,66292,16.9,2.6
